#FID	IID	CountryOfBirthNonUK_20115
1157457	1157457	350
1157598	1157598	136
1158023	1158023	338
1158095	1158095	232
1158215	1158215	212
1158380	1158380	149
1158391	1158391	322
1158442	1158442	326
1158503	1158503	109
1158637	1158637	212
1158679	1158679	214
1158706	1158706	601
1158892	1158892	603
1158919	1158919	214
1159007	1159007	120
1159137	1159137	212
1159539	1159539	601
1159585	1159585	124
1159681	1159681	211
1159767	1159767	203
1159822	1159822	211
1159858	1159858	434
1159931	1159931	320
1160316	1160316	320
1160406	1160406	226
1160570	1160570	152
1160658	1160658	212
1160742	1160742	124
1160930	1160930	322
1160986	1160986	339
1161026	1161026	235
1161120	1161120	124
1161151	1161151	115
1161357	1161357	339
1161790	1161790	212
1161845	1161845	136
1161874	1161874	434
1162098	1162098	232
1162205	1162205	321
1162393	1162393	124
1162500	1162500	434
1162581	1162581	502
1162639	1162639	136
1162668	1162668	143
1162796	1162796	212
1162877	1162877	226
1163045	1163045	505
1163272	1163272	212
1163289	1163289	312
1163395	1163395	212
1163498	1163498	409
1163515	1163515	351
1163626	1163626	235
1163825	1163825	143
1163860	1163860	131
1164148	1164148	109
1164375	1164375	212
1164435	1164435	124
1164633	1164633	215
1164762	1164762	503
1164868	1164868	402
1165008	1165008	109
1165086	1165086	120
1165250	1165250	336
1165264	1165264	212
1165296	1165296	251
1165309	1165309	212
1165358	1165358	601
1165511	1165511	612
1165589	1165589	320
1165637	1165637	136
1165727	1165727	326
1165753	1165753	212
1165870	1165870	318
1165901	1165901	212
1166006	1166006	251
1166027	1166027	232
1166040	1166040	212
1166094	1166094	333
1166136	1166136	143
1166335	1166335	212
1166344	1166344	124
1166372	1166372	328
1166476	1166476	612
1166629	1166629	502
1166664	1166664	350
1166721	1166721	354
1166816	1166816	109
1167207	1167207	109
1167368	1167368	434
1167595	1167595	241
1167601	1167601	505
1167780	1167780	241
1167800	1167800	143
1167943	1167943	232
1168033	1168033	320
1168057	1168057	232
1168092	1168092	502
1168452	1168452	409
1168686	1168686	152
1168829	1168829	505
1168847	1168847	124
1169081	1169081	505
1169258	1169258	409
1169364	1169364	212
1169449	1169449	212
1169520	1169520	505
1169565	1169565	320
1169861	1169861	226
1169953	1169953	320
1170189	1170189	409
1170227	1170227	212
1170399	1170399	124
1170413	1170413	349
1170446	1170446	109
1170525	1170525	339
1170548	1170548	212
1170608	1170608	109
1170630	1170630	226
1170829	1170829	136
1171004	1171004	146
1171020	1171020	136
1171292	1171292	235
1171612	1171612	136
1171715	1171715	340
1172010	1172010	320
1172201	1172201	229
1172260	1172260	402
1172321	1172321	320
1172613	1172613	603
1172703	1172703	143
1172858	1172858	109
1172902	1172902	212
1173138	1173138	409
